Date,close,high,low,open,volume
2018-01-01,242.6212158203125,248.00673561884742,241.29767806046007,245.99857286112297,1261616
2018-01-02,241.480224609375,244.62938265549428,238.87877771321408,243.71658645155588,2277139
2018-01-03,245.26837158203125,248.50878723354478,243.1232947527343,244.49248917275384,3279293
2018-01-04,252.9814453125,257.31722698920174,245.99856039391958,247.13955557199898,6281682
2018-01-05,260.2382507324219,264.61966216713654,254.3507030017104,254.89838639513337,8325201
2018-01-08,261.0597229003906,264.2545097191017,258.4126193932961,261.15100809504844,2686737
2018-01-09,259.2341003417969,264.2544790455993,256.49571195790463,261.28789162971606,2281715
2018-01-10,258.1387634277344,260.1469262819164,254.1681221011273,258.5039042058259,2748652
2018-01-11,257.9105529785156,260.83151193625645,257.4085262153082,258.9602908846697,1757575
2018-01-12,261.7900085449219,264.48276919260996,258.0931940956358,258.4126784217519,5118636
2018-01-15,260.1469421386719,267.35802724423183,259.00594677841457,262.52021805927353,3602106
2018-01-16,256.6783447265625,262.33766538196903,252.20562032712218,261.424869032097,3107547
2018-01-17,260.19256591796875,261.9725297890331,255.12655775621866,257.49983363219394,3574084
2018-01-18,255.40040588378906,263.7981433903046,251.33847886718496,260.87718394725556,8128594
2018-01-19,257.4998474121094,258.4126437319989,249.23902400330914,256.58705109221984,3291487
2018-01-22,254.35064697265625,258.77771396447827,252.47942596835452,258.3213158798848,2143377
2018-01-23,268.4077453613281,273.1999260164727,252.89020800181225,254.98965624072295,8672380
2018-01-24,263.4786376953125,270.18769584932386,262.0181580924282,266.85599503596166,4037279
2018-01-25,265.4411315917969,271.10047934008145,262.9765984934124,266.8559824570331,7330584
2018-01-29,267.86004638671875,274.2496195566261,265.62368463471984,265.62368463471984,4673841
2018-01-30,263.8893737792969,267.3579880231044,262.65709339972676,267.3579880231044,2152791
2018-01-31,264.6652526855469,268.362065920492,256.587001252389,263.7980852075585,6604621
2018-02-01,276.2578125,280.04591181885627,260.5120753061148,270.1877222834792,8031105
2018-02-02,272.9260559082031,286.9374827443214,267.67747790996845,272.6978568648016,12354843
2018-02-05,265.8519287109375,273.79326785273304,258.18444517946807,269.27491491751607,6863987
2018-02-06,258.50390625,264.0719410276317,242.43868685849577,254.53323703566366,8006195
2018-02-07,264.7109375,268.72723580804364,259.55364377169775,262.79405962269885,9691897
2018-02-08,277.672607421875,281.5063346409288,264.7108906016096,264.7108906016096,8028713
2018-02-09,282.37353515625,284.6555258592158,269.41181682087176,269.95950016084987,6726146
2018-02-12,283.6514587402344,288.1698117034086,282.28226424913106,284.7924541494871,4120075
2018-02-14,282.5560302734375,287.0287535855974,281.27812126553204,286.4354138173492,3992497
2018-02-15,280.9587097167969,286.84625740755246,278.90491789764974,284.10786831535626,3695342
2018-02-16,285.15753173828125,286.389812198689,279.6351257850297,283.05811158820126,5742059
2018-02-19,276.3034362792969,286.43545237883103,267.49493017338716,286.43545237883103,6238413
2018-02-20,278.9505615234375,282.4648329337613,274.2952947108225,276.7598559223049,4940505
2018-02-21,272.287109375,281.2781579804522,269.2748929020182,280.41101825948147,5947856
2018-02-22,271.7394714355469,275.4362853322705,269.2749102668427,273.1999232400637,11882391
2018-02-23,280.18280029296875,280.9586547656117,272.5152900493988,272.9260594754218,4641724
2018-02-26,288.534912109375,289.2651379969924,281.55202607982983,283.6514463989789,5314911
2018-02-27,290.36053466796875,292.5056117368065,286.8462630262136,291.1820458404523,6081243
2018-02-28,284.9750061035156,287.987222646349,283.2863274359078,285.97905971357244,6391843
2018-03-01,278.8592529296875,290.0866356039642,276.5772623165149,287.53081725974323,6417443
2018-03-05,266.21697998046875,273.9301182545343,263.79807585959594,273.2911498348351,9282086
2018-03-06,267.90570068359375,275.57318364977965,266.62779149861797,272.6522523493108,9755916
2018-03-07,264.2545166015625,268.1795293671016,261.19664356703123,267.44930350348125,7208335
2018-03-08,264.0263366699219,270.4615396104412,259.41672637707705,268.3621192081488,5748695
2018-03-09,266.4908447265625,268.5446360455009,259.873072698872,265.6236772493686,8084115
2018-03-12,271.8763427734375,273.74756376541836,266.3539092724217,269.45743851228497,4186325
2018-03-13,277.0336608886719,278.03774233136323,270.0051186461634,272.74350738641385,4161207
2018-03-14,274.2496643066406,277.3075096804186,272.1958725954766,274.0214652276224,3032723
2018-03-15,269.41180419921875,274.70603909586924,268.45337929140703,273.6563011366186,3721114
2018-03-16,264.9390869140625,269.27486869818586,263.61552133216725,269.27486869818586,7106321
2018-03-19,258.8690185546875,264.93910796346285,255.62857519740845,264.93910796346285,3716523
2018-03-20,260.60333251953125,263.56992036782714,255.2634688213324,255.67423828132124,5586853
2018-03-21,263.25042724609375,265.897530742686,260.37512469192745,263.5699114979634,3943743
2018-03-22,261.0597229003906,265.53241887532005,260.0100128026516,262.8853153682255,3731255
2018-03-23,261.0597229003906,262.97660056288333,252.2512448143533,255.4916603022281,6571245
2018-03-26,268.2707824707031,270.1876599538031,260.14690232038475,261.05969846887734,3302313
2018-03-27,272.7891540527344,273.8388641272897,269.3661682511432,273.3368373522549,4209223
2018-03-28,263.022216796875,272.195835227833,261.4248234630411,271.00918346604465,5122171
2018-04-02,270.689697265625,271.51123611641844,263.11350007975426,264.71089340200774,2582307
2018-04-03,276.6228942871094,277.9920886713511,266.8103345333768,269.22926689726876,5214588
2018-04-04,270.05078125,280.4566531258777,268.0426183194221,277.94646339082107,5561514
2018-04-05,281.50634765625,282.3735152046384,274.38654830859184,274.7972898923049,4210195
2018-04-06,281.3237609863281,282.32781438208593,277.94640437195477,278.8592004454259,2787944
2018-04-09,282.4191589355469,285.7052310621607,279.95462573283504,281.1412497352891,3191991
2018-04-10,284.1990966796875,287.30259812550423,280.27405638546236,285.613919618473,3478934
2018-04-11,284.9750061035156,290.6343262531316,283.4688699757675,288.39799210961326,6847386
2018-04-12,281.36944580078125,285.56831414798773,280.00025141732243,284.7924317594282,2993563
2018-04-13,281.59765625,285.0662710191365,278.8592673723663,282.51045254254456,4046812
2018-04-16,281.9627380371094,282.9668194192176,279.315634652518,280.593543749597,2741849
2018-04-17,282.19097900390625,284.1534855362677,280.41104287953186,282.510463289717,2788017
2018-04-18,282.9211730957031,284.7923940293264,280.2284133557795,280.2284133557795,3234140
2018-04-19,294.6962585449219,299.2145830181139,284.10781706071066,284.10781706071066,8395329
2018-04-20,294.6962585449219,297.7541313841504,290.1779062154005,291.0450737473545,5243673
