Date,close,high,low,open,volume
2018-01-01,354.18359375,355.91323674705865,352.62508957191153,355.8411797439228,132120
2018-01-02,354.1993713378906,356.87944666713565,353.2737370735387,353.81426085718016,1312260
2018-01-03,354.0439758300781,357.4177063024131,353.5957982969121,355.84119468041126,558960
2018-01-04,354.45611572265625,355.9402811282842,353.0935757269477,354.2646876645033,558040
2018-01-05,353.89306640625,355.1205097904631,353.1836306876212,353.42237278336125,199400
2018-01-08,357.6947326660156,358.92891170361696,352.6881863731459,352.6881863731459,718380
2018-01-09,350.4021911621094,358.94238892918327,346.2920005338001,357.6946839080789,1168880
2018-01-10,353.4381103515625,354.33671972514765,350.40445833119827,353.58901492390567,440920
2018-01-11,354.68365478515625,356.29170027128373,351.7130690391945,353.80530691563297,941200
2018-01-12,350.85260009765625,355.8433923639475,348.8616991499161,354.8501825024646,646820
2018-01-15,349.4428405761719,354.0395062398584,348.859538909377,352.01256250184395,528080
2018-01-16,350.1927185058594,352.46063053124374,347.82344282977016,349.53507817808344,559140
2018-01-17,349.62078857421875,352.01258121252044,345.7785907103526,351.3234071087153,1404800
2018-01-18,348.463134765625,352.6881883141525,346.2289825772029,352.6881883141525,600020
2018-01-19,345.96099853515625,351.33690247526675,345.34616335457383,351.33690247526675,380740
2018-01-22,345.3461608886719,347.50822862079895,344.13675227501267,345.37093134537685,621240
2018-01-23,342.3147277832031,346.78754087315616,341.65260606723064,346.78754087315616,734760
2018-01-24,342.0084533691406,343.85749515343315,340.0085344819116,343.6795657419527,317260
2018-01-25,337.40728759765625,343.4813552899681,334.80603232734893,340.211215233187,748760
2018-01-29,339.2135009765625,341.74041721577544,336.02218122152976,339.1752043697211,931460
2018-01-30,335.8375549316406,338.781115498913,333.5470986694063,338.72481150763844,577440
2018-01-31,336.43438720703125,338.45459549994297,334.04935760787265,337.10104522173964,496780
2018-02-01,329.3040466308594,339.4883062542393,327.91445419084516,337.7789247299983,2127900
2018-02-02,321.4034423828125,333.9952746284853,320.93274871584055,328.81530745622956,1288260
2018-02-05,321.36962890625,324.26593016598594,315.1964796185079,321.1579391131796,1111500
2018-02-06,316.0365295410156,316.8833436945572,314.626675524331,315.3023233601026,1364380
2018-02-07,315.6176452636719,320.52733659402423,314.2122999019396,319.71431029443295,801720
2018-02-08,314.6717224121094,319.5364090505974,310.223707285551,315.93295375819565,1365780
2018-02-09,313.935302734375,316.79778885699903,311.79797793000347,314.08617983618984,1490640
2018-02-12,321.6940002441406,324.2659766139953,315.03437586112267,315.21227778932735,2097700
2018-02-14,327.2365417480469,332.60793699782323,322.59935274121636,324.3109885713508,2348980
2018-02-15,341.571533203125,344.35519913975133,334.53804324665214,337.82393636993265,7088720
2018-02-16,342.00616455078125,347.73341811276015,341.2021557259272,344.58039489153043,1539820
2018-02-19,338.1257629394531,343.67959688842416,337.37580359834493,343.67959688842416,1014920
2018-02-20,341.0963439941406,342.5962625351317,338.7248132711858,338.7248132711858,997300
2018-02-21,342.2178955078125,343.1660458740109,340.99946950225853,341.3823531183002,1467340
2018-02-22,339.7743225097656,344.9813144757474,336.88929282687326,342.283231637182,1888420
2018-02-23,341.553466796875,343.18177349002707,338.99949848492054,341.1120249016237,1329280
2018-02-26,343.4656066894531,344.58041468125487,340.62338240791337,343.0039029800988,1317880
2018-02-27,349.53289794921875,351.0666317557866,343.2291057458206,344.31015329622323,1397660
2018-02-28,349.6094970703125,354.6701208139981,347.68617137978146,349.49015350018436,1511520
2018-03-01,353.56201171875,354.76014845935845,350.3008892073122,350.3008892073122,1221720
2018-03-05,347.4631652832031,354.9403235385388,346.616351144422,354.9403235385388,1272860
2018-03-06,346.3303527832031,350.4360353539283,344.5804203672945,349.68833045988777,1246120
2018-03-07,347.03302001953125,351.24680178647293,344.5961679639818,347.2784977153728,1227760
2018-03-08,347.2852783203125,350.79638757681744,346.8325920235564,350.79638757681744,999880
2018-03-09,344.9114990234375,349.87301349885803,344.22009808398855,349.87301349885803,2086200
2018-03-12,343.1841125488281,347.23800008520766,340.7968012281016,346.598366923984,578860
